concept,label
stLiberalisEspeciallyWhenShownLeaningAgainstASpearOrHoldingABanner,St. Liberalis (especially when shown leaning against a spear or holding a banner)
theLightOfDivinePower,the light of divine power
theNailsOfTheCross,the nails of the Cross
theSecondCradleOfHumanity,the second cradle of humanity
theWomanIsStUrsula,the woman is St. Ursula
theWrathAndPunishmentOfAllahInflictedOnHisEnemies,the wrath and punishment of Allah inflicted on his enemies
timidLove,timid love
treasureChest,treasure chest
warRain,war rain
worshipping,worshipping
5,-5
5,-5-
5,5
action,action
activity,activity
alphaSigmaAlpha,Alpha Sigma Alpha
androgyny,androgyny
chivalry,chivalry
communicationBetweenHeavenAndEarth,communication between heaven and earth
disease,disease
famine,famine
hasThePowerToEraseSadMemoriesWithItsMagicMusic,has the power to erase sad memories with its magic music
knighthood,knighthood
liberality,liberality
offering,offering
omenOfProsperity,omen of prosperity
perpetualConcord,perpetual concord
productiveness,productiveness
raphael,Raphael
resistanceToEvil,resistance to evil
romanticLove,romantic love
sagittarius,Sagittarius
salvation,salvation
selfDefense,self defense
selfDefense,self-defense
sin,sin
stGeorgeOfCappadocia,St. George of Cappadocia
storms,storms
submissionToGodSWill,submission to God’s will
temptation,temptation
theArchangelMichael,the archangel Michael
theGoldenAge,the Golden Age
theHesperides,the Hesperides
theSea,the sea
theThreeGraces,the Three Graces
theWomb,the womb
theNewYear,the New Year
theResurrectionOfChrist,the Resurrection of Christ
thoughts,thoughts
vitality,vitality
wealth,wealth
woman,woman
helplessness,helplessness
purityOfHeart,purity of heart
aConcentratedExpressionOfFire,a concentrated expression of fire
aCourtesan,a courtesan
alphaEpsilonPhi,Alpha Epsilon Phi
aRepressedFeatureOfTheEgoReturningToTheConscious,a repressed feature of the ego returning to the conscious
aRidiculous,a ridiculous
aWomanWithRedOrLightBrownHairAlsoAYoungMarriedWoman,"a woman with red or light-brown hair, also a young married woman"
boisterousTyrant,boisterous tyrant
brawny,brawny
brothelDistrict,brothel district
disembodiedSpirit,disembodied spirit
dyingPassion,dying passion
euphemismForAWhorehouse,euphemism for a whorehouse
euphemismForSexualActivity,euphemism for sexual activity
generallyConsideredUnhealthyToMeetOne,generally considered unhealthy to meet one
hainuwele,Hainuwele
hiddenPower,hidden power
impatientOfAbsence,impatient of absence
inhibitionOfPsychicPowers,inhibition of psychic powers
materialEarth,material earth
materialForce,material force
materialPossessions,material possessions
messengerFromTheSpiritWorld,messenger from the spirit world
modestGenius,modest genius
occultForces,occult forces
physicalForm,physical form
physicalWellBeing,physical well-being
provisions,provisions
punishmentForProstitutes,punishment for prostitutes
solidMatter,solid matter
tempest,tempest
theCube,the cube
theIntelligentsia,the intelligentsia
theRiverOfMourningInHades,the river of mourning in Hades
underworldDistrict,underworld district
worldOfTheSenses,world of the senses
4,-4
4,-4-
4,4
agriculture,agriculture
anger,anger
commerce,commerce
commerce,Commerce
education,education
enchantment,enchantment
eternity,eternity
falsehood,falsehood
gloom,gloom
gossip,gossip
horror,horror
iran,Iran
merchants,merchants
northCarolina,North Carolina
oldAge,old age
silenus,Silenus
sincerity,sincerity
summer,summer
summer,Summer
theCommonwealthOfNations,the Commonwealth of Nations
theDemocraticParty,the Democratic party
theDemocraticParty,the Democratic Party
theFeminine,the feminine
theHearth,the hearth
theHearth,The hearth
theLowerClasses,the lower classes
theSquare,the square
trade,trade
tripleGoddessNeopaganism,Triple Goddess (Neopaganism)
triumph,triumph
unity,unity
worldNavel,World Navel
zeus,Zeus
vengeance,vengeance
vermont,Vermont
vulva,vulva
warmth,warmth
yukon,Yukon
zambia,Zambia
pleurisy,pleurisy
primitiveShelter,primitive shelter
sacredPlaceOfWithdrawalWhereOneMayUniteHimselfWithGod,sacred place of withdrawal where one may unite himself with God
selfknowledge,selfknowledge
stSylvanus,St. Sylvanus
theDiversityOfDualismInTheManifestWorld,the diversity of dualism in the manifest world
theEffortToControlIrrationalImpulsesByContainingThemInAGivenOrder,the effort to control irrational impulses by containing them in a given order
theHumanMind,the human mind
theInnermostHeartWhereOneMayTakeStockOfGracesReceived,the innermost heart where one may take stock of graces received
thePatriarchOfAFamily,the patriarch of a family
thePersonificationOfWisdom,the personification of Wisdom
theSecretive,the secretive
theWombOfMotherEarth,the womb of Mother Earth
toothache,toothache
treasureChamber,treasure chamber
weakStomachs,weak stomachs
worldlyIllusionAndObscurity,worldly illusion and obscurity
anApprentice,an apprentice
capeVerde,Cape Verde
center,center
ceresMythology,Ceres (mythology)
china,China
geometry,geometry
geometry,Geometry
hell,hell
heracles,Heracles
honesty,honesty
impregnability,impregnability
japan,Japan
martialReadiness,martial readiness
meghalaya,Meghalaya
michigan,Michigan
nabu,Nabu
pakistan,Pakistan
placeOfInitiation,place of initiation
purgatory,purgatory
purgatory,Purgatory
rajasthan,Rajasthan
refuge,refuge
security,security
stamina,stamina
theChurchTriumphant,the Church Triumphant
theClergy,the clergy
theEmperor,the emperor
theEmperor,the Emperor
theHidden,the hidden
theOrient,the Orient
theRepublicOfChina,the Republic of China
trickster,trickster
worldAxis,World Axis
poison,poison
peace,peace
peace,Peace
bewitchmentInChildren,bewitchment in children
wastingDiseaseInChildren,wasting disease in children
aGirlWhoFallsAsleepUnderAnAlmondTreeAndDreamsOfHerLoverWillWakeUpPregnant,a girl who falls asleep under an almond tree and dreams  of her lover will wake up pregnant
aLoverIsFaithful,a lover is faithful
altarOfSacrifice,altar of sacrifice
anEvilSpiritThatHauntsAFamily,an evil spirit that haunts a family
authorityOfMind,authority of mind
awakeningWakefulness,"awakening, wakefulness"
calypso,Calypso
breathPersonified,breath (Personified)
crocodile,crocodile
crocodile,Crocodile
cronosSaturn,Cronos/Saturn
deathTransformedIntoLife,death transformed into life
divineApprovalOrFavor,divine approval or favor
divineFavorAndApproval,divine favor and approval
fairyTree,fairy tree
fireFestivals,fire festivals
fortitudeInSorrow,fortitude in sorrow
giddiness,giddiness
hopeOfHeaven,hope of heaven
intersectionOfHeavenAndEarth,intersection of heaven and earth
manSInnerEvilDrivingHimToSin,man’s inner evil driving him to sin
phyllisAndDemophon,Phyllis and Demophon
presenceOfGod,presence of God
reminiscentOfTheEarlyChurchWhenTheEucharistWasCelebratedInTheCatacombs,reminiscent of the early Church when the Eucharist was celebrated in the catacombs
seminalFluid,seminal fluid
signOfTrustIntimacy,"sign of trust, intimacy"
stoneForA19ThWeddingAnniversary,stone for a 19th wedding anniversary
strengthOfWill,strength of will
theBirthOfAttis,the birth of Attis
theHigherEmotionsWhichOpposeTheDesires,the higher emotions which oppose the desires
theImpetuousnessOfYouth,the impetuousness of youth
theNarrowBridgeToParadiseOverTheAbyssOfHell,the narrow bridge to paradise over the abyss of hell
theNarrowPathOfSalvation,the narrow path of salvation
theSacrificeOfChrist,the sacrifice of Christ
theSelfProductive,the self-productive
theSmithSFire,the smith’s fire
usedToKillAVampire,used to kill a vampire
aaron,Aaron
adultery,adultery
adultery,Adultery
airPersonified,air (Personified)
airPersonified,Air personified
april,April
chastityPersonified,Chastity personified
conjugalHappiness,conjugal happiness
adaptationAndCoordination,adaptation and coordination
aForceOfChaos,a force of chaos
boundlessUndifferentiatedCreativeAbundanceThatOverwhelmsWhatItCreates,"boundless, undifferentiated creative abundance that overwhelms what it creates"
ceaselessCyclingThroughFormationRegenerationPurification,"ceaseless cycling through formation, regeneration, purification"
chaoticAndUndifferentiatedEffervescence,chaotic and undifferentiated effervescence
beauty,beauty
eclipses,eclipses
generallyHasAFavorableSignificance,generally has a favorable significance
interactionOfSpiritAndMatter,interaction of spirit and matter
meteors,meteors
perpetualEvolutiveMovementFromThePastToAGoldenFuture,perpetual evolutive movement from the past to a golden future
personificationOfNaturalCalamitiesFloodFrostDrought,"personification of natural calamities (flood, frost, drought)"
successfulCombination,successful combination
thatWhichIsAlwaysDifferentYetAlwaysTheSame,that which is always different yet always the same
theFlowOfLife,the flow of life
theLesserNatureWhichRobsTheSelfOfPrimordialWealth,the lesser nature which robs the self of primordial wealth
theMasteryOfDesire,the mastery of desire
theNeedForPatience,the need for patience
theSoulThirstingForGod,the soul thirsting for God
theTherapeutic,the therapeutic
theVillainousAspectOfOneSSelf,the villainous aspect of one’s self
theVillainousPartOfTheSelf,the villainous part of the self
agility,agility
balance,balance
balance,Balance
cernunnos,Cernunnos
chastity,chastity
chastity,Chastity
conductorOfSoulsOfTheDead,conductor of souls of the dead
devotion,devotion
enlightenment,enlightenment
fame,fame
fame,Fame
fukurokuju,Fukurokuju
grace,grace
growth,growth
guardianOfTheNorth,guardian of the North
happiness,happiness
harmony,harmony
hearing,hearing
hearing,Hearing
hunters,hunters
ida,Ida
jerome,Jerome
julianTheHospitator,Julian the Hospitator
jurojin,Jurojin
jurojin,jurojin
kindness,kindness
lyricPoetry,lyric poetry
mercurius,Mercurius
mildness,mildness
moderation,moderation
music,music
music,Music
nirvana,nirvana
nirvana,Nirvana
peacefulUnlessProvoked,peaceful unless provoked
piety,piety
piety,Piety
prudence,prudence
prudence,Prudence
regeneration,regeneration
rejuvenation,rejuvenation
swiftness,swiftness
theArchangelAsariel,the archangel Asariel
theChristian,the Christian
theCosmos,the cosmos
theDoctrine,the Doctrine
thePersonificationsOfHearing,the personifications of Hearing
withdrawal,withdrawal
aGoodLifeInTheNextWorld,a good life in the next world
alludesToThePresenceOfWater,alludes to the presence of water
anySuccessfulDistantJourney,any successful distant journey
bestowerOfFertility,bestower of fertility
carpentryInParticularTheBuildingTradesInGeneral,"carpentry in particular, the building trades in general"
cocidus,Cocidus
aMessengerOfTheGods,a messenger of the gods
augustineOfHippo,Augustine of Hippo
bringerOfDrought,bringer of drought
continualCreationAndRebirth,continual creation and rebirth
eustachius,Eustachius
felix,Felix
harbingerOfDisastrousFire,harbinger of disastrous fire
heavenAndToLight,heaven and to light
heraldOfDawnGuideToTheLightOfTheSun,"herald of dawn, guide to the light of the sun"
inabilityToReleasePastIdeasOrEmotions,inability to release past ideas or emotions
jamesTheGreat,James the Great
loverOfFaithAndTrust,lover of faith and trust
loverOfJusticeAndHarmony,lover of justice and harmony
messengerAndMediatorBetweenEarthAndSky,messenger and mediator between earth and sky
niuKua,Niu-kua
ossian,Ossian
pecuniaryGain,pecuniary gain
pilgrimageEspeciallyToSantiagoInSpain,"pilgrimage, especially to Santiago in Spain"
pilgrimsParticularlyToSantiago,pilgrims (particularly to Santiago)
politicalProvidence,political providence
possessorOfHuntingRights,possessor of hunting rights
purityOfLife,purity of life
religiousAspiration,religious aspiration
remnantOfMutilationUsuallyWithASinisterConnotation,"remnant of mutilation, usually with a sinister connotation"
seaVoyagers,sea voyagers
sexualArdor,sexual ardor
skillInMusic,skill in music
slayerOfSerpents,slayer of serpents
ssAidan,SS Aidan
ssRoch,SS Roch
steedOfProtectiveMaleDeities,steed of protective male deities
susannahAndTheElders,Susannah and the elders
theCycleOfGrowthAndRebirth,the cycle of growth and rebirth
theDividingLineBetweenDifferentWorldsSuchAsLifeDeathBodySpiritConsciousUnconscious,"the dividing line between different worlds, such as life/death, body/spirit, conscious/unconscious"
theHiddenSelf,the hidden self
theLifeOfSolitudeAndOfPurity,the life of solitude and of purity
thePersonificationsOfFolly,the personifications of Folly
thePersonificationsOfMelancholy,the personifications of Melancholy
theQuestForSelf,the quest for self
theUnionOfEarthAndSky,the union of earth and sky
victoriousNavalCommander,victorious naval commander
aspiration,aspiration
baptism,baptism
courage,courage
encouragement,encouragement
firmness,firmness
force,force
funerals,funerals
jamesTheLess,James the Less
lucky,lucky
michael,Michael
phoenix,phoenix
phoenix,Phoenix
prosperity,prosperity
rightConduct,right conduct
safety,safety
seatOfLife,seat of life
sexualPassion,sexual passion
ssMatthias,SS Matthias
steedOfMohammed,steed of Mohammed
theCrucifixion,the Crucifixion
theDawn,the dawn
theFemininePrincipleOfContainment,the feminine principle of containment
theMoon,the moon
theMoon,the Moon
theNorthWind,the North wind
theNorthWind,the North Wind
uncertainty,uncertainty
valor,valor
vigilance,vigilance
vigilance,Vigilance
water,water
water,Water
yin,yin
boreas,Boreas
thePersonificationsOfLust,the personifications of Lust
virginBirth,virgin birth
evilSpirits,evil spirits
aches,aches
aReminderOfJewishSlaveryUnderTheEgyptians,a reminder of Jewish slavery under the Egyptians
childhoodRecollection,childhood recollection
chiPhi,Chi Phi
aPilgrim,a pilgrim
christianCharity,Christian charity
colds,colds
dualityLightDarkDayNight,"duality, light/dark, day/night"
dutifulPerseverance,dutiful perseverance
energyInAdversity,energy in adversity
filialDevotion,filial devotion
joysToCome,joys to come
loveInAdversity,love in adversity
pains,pains
placeOfDivineKnowledge,place of divine knowledge
theSavior,the savior
theSavior,the Savior
wind,wind
abilityInPolitics,ability in politics
aGhoul,a ghoul
anInformant,an informant
announcesThePresenceOfAnAngel,announces the presence of an angel
buriedUnderCornerstonesToWardOffEvil,buried under cornerstones to ward off evil
christPuttingEvilAndDarknessToFlight,Christ putting evil and darkness to flight
anInfernalAnimal,an infernal animal
aSpirituallyAdvancedPersonCapableOfLeadingOthersToHigherQualities,a spiritually advanced person capable of leading others to higher qualities
bride,bride
bride,Bride
courtesy,courtesy
godGivenIntelligence,God-given intelligence
hasPhallicImplications,has phallic implications
heraldOfTheDawnOfChrist,herald of the dawn of Christ
infirmityAndDeath,infirmity and death
inordinateAndFrustratedDesire,inordinate and frustrated desire
majorTroubles,major troubles
militaryVigilance,military vigilance
persephoneProserpineInTheSpringAndTheRenewalOfLife,Persephone/Proserpine in the Spring and the renewal of life
privacyOfMindAndBody,privacy of mind and body
ratsWillDesertAShipThatIsGoingToSink,rats will desert a ship that is going to sink
religiousInspiration,religious inspiration
sacredToApolloAsclepiusAthenaMinervaAttisAresMarsArtemisDianaHermesMercuryLetoPriapusZeusJupiter,"sacred to Apollo, Asclepius, Athena/Minerva, Attis, Ares/Mars, Artemis/Diana, Hermes/Mercury, Leto, Priapus, Zeus/Jupiter"
sacredToMithras,sacred to Mithras
sacrificeToLares,sacrifice to Lares
skandha,Skandha
sneakiness,sneakiness
soldierlyConduct,soldierly conduct
summonerOfAmaterasu,summoner of Amaterasu
sunGodsExceptForCeltsAndScandinavians,sun gods except for Celts and Scandinavians
tenthSymbolicAnimalOfTheTwelveTerrestrialBranches,tenth symbolic animal of the Twelve Terrestrial Branches
