,symbol,label,translation
510,birdTappingAtAWindowOrFlyingIntoAHouse,bird tapping at a window or flying into a house,vogel tikt op een raam of vliegt een huis binnen
511,bloodstone,bloodstone,bloedsteen
512,bloodstonePlacedInAGlassOfWaterDuringADrought,bloodstone placed in a glass of water during a drought,bloedsteen geplaatst in een glas water tijdens een droogte
513,bloomingOutOfSeason,blooming out of season,buiten het seizoen bloeiend
514,blue,blue,blauw
515,birdWithAWomanSHeadAndALyre,bird with a woman’s head and a lyre,vogel met een vrouwenhoofd en een lier
516,birdWithAWomanSHeadSometimesBearded,bird with a woman’s head (sometimes bearded),vogel met een vrouwenhoofd (soms bebaard)
517,biscuit,biscuit,biscuit
518,bishop,bishop,bisschop
519,bishopHoldingAShipModel,bishop holding a ship model,bisschop met een scheepsmodel
520,bishopSMiterOnScroll,bishop’s miter on scroll,bisschopsmijter op rol
521,bishopWithFootOnFallenOak,bishop with foot on fallen oak,bisschop met voet op omgevallen eik
522,bitAndBridle,bit and bridle,bit en hoofdstel
523,bjRneborgarnasMarsch,Björneborgarnas marsch,Björneborgarnas marsch
524,black,black,zwart
525,beetle,beetle,kever
526,beetleFlyingThroughTheHouse,beetle flying through the house,kever die door het huis vliegt
527,beggar,beggar,bedelaar
528,beggarTakingThePillOfImmortality,beggar taking the pill of immortality,bedelaar die de pil van onsterfelijkheid neemt
529,beggarWithWalletAsShoulderBag,beggar with wallet as shoulder bag,bedelaar met portemonnee als schoudertas
530,beheading,beheading,onthoofden
531,behindTheEightBall,behind the eight ball,achter de acht bal
532,beingBoundToAStake,being bound to a stake,gebonden zijn aan een paal
533,beingGivenWaterByGanymede,being given water by Ganymede,water gegeven door Ganymedes
534,beingInAVehicleOneDoesNotBelongIn,being in a vehicle one does not belong in,in een voertuig zitten waar men niet in thuishoort
535,beingPlayed,being played,gespeeld worden
536,beingPrickedOnTheFingerByANeedle,being pricked on the finger by a needle,door een naald in de vinger geprikt worden
537,beingStruckByLightning,being struck by lightning,door de bliksem getroffen worden
538,beingSwallowedByACrocodile,being swallowed by a crocodile,opgeslokt worden door een krokodil
539,beingThrownFromARock,being thrown from a rock,van een rots gegooid worden
540,blueAngel,blue angel,blauwe Engel
541,blueBeads,blue beads,blauwe kralen
542,blueBeard,blue beard,blauwe baard
543,blueBladedFlamingSpearWithTwoEyes,blue-bladed flaming spear with two eyes,vlammende speer met blauwe bladen en twee ogen
544,blueBoat,blue boat,blauwe boot
545,bluecoloredGlass,bluecolored glass,blauw gekleurd glas
546,bluecoloredGlasses,bluecolored glasses,blauwkleurige bril
547,blueColoredGlasses,blue-colored glasses,blauwkleurige bril
548,blueDahlia,blue dahlia,blauwe dahlia
549,blueDragon,blue dragon,blauwe draak
550,blueDrops,blue drops,blauwe druppels
551,blueHyacinth,blue hyacinth,blauwe hyacint
552,blueLance,blue lance,blauwe lans
553,blueMountain,blue mountain,blauwe Berg
554,blueSapphire,blue sapphire,blauwe saffier
555,blueSapphireMountain,blue sapphire mountain,blauwe saffier berg
556,blueScarf,blue scarf,blauwe sjaal
557,blueScarfTrimmedWithRed,blue scarf trimmed with red,blauwe sjaal afgezet met rood
558,blueSkyWithAWhiteSun,Blue Sky with a White Sun,Blauwe lucht met een witte zon
559,blueSpinel,blue spinel,blauwe spinel
560,blueStarTattoo,blue star tattoo,blauwe ster tatoeage
561,blueStone,blue stone,blauwe steen
562,blueSwastika,blue swastika,blauwe hakenkruis
563,blueThetaOnTheShoulder,blue theta on the shoulder,blauwe theta op de schouder
564,blueTopaz,blue topaz,blauwe topaas
565,blueVeil,blue veil,blauwe sluier
566,blueWolf,blue wolf,blauwe wolf
567,blueZircon,blue zircon,blauwe zirkoon
568,bluntedSword,blunted sword,stomp zwaard
569,bluntSpear,blunt spear,stompe speer
570,boar,boar,zwijn
571,ant,ant,mier
572,appleInAdamSHand,apple in Adam’s hand,appel in de hand van Adam
573,appleInTheVirginMarySHand,apple in the Virgin Mary’s hand,appel in de hand van de Maagd Maria
574,appleTreeBough,apple tree bough,appelboom tak
575,apricot,apricot,abrikoos
576,apricotFlower,apricot flower,abrikoos bloem
577,aquaticMonster,aquatic monster,watermonster
578,araratMount,"Ararat, Mount","Ararat, Mount"
579,arc,arc,boog
580,arcadia,Arcadia,Arcadië
581,arch,arch,boog
582,archangel,archangel,aartsengel
583,archangelCoveredInFire,archangel covered in fire,aartsengel bedekt met vuur
584,archangelWithGreenWings,archangel with green wings,aartsengel met groene vleugels
585,archangelWithWalletStaffAndGourdOrFish,"archangel with wallet, staff and gourd or fish","aartsengel met portemonnee, staf en kalebas of vis"
586,archedGate,arched gate,gebogen poort
587,archer,archer,boogschutter
588,archerThreateningWoman,archer threatening woman,boogschutter bedreigt vrouw
589,arcturus,Arcturus,Arcturus
590,arecaceae,Arecaceae,Arecaceae
591,ark,ark,ark
592,arkansaCoreopsis,arkansa coreopsis,arkansa coreopsis
593,arkOfIsis,Ark of Isis,Ark van Isis
594,armBehindTheBack,arm behind the back,arm achter de rug
595,armorWithRedCross,armor with red cross,harnas met rood kruis
596,armsBody,arms (body),armen (lichaam)
597,armyOfRavens,army of ravens,leger van raven
598,arrivalOfADog,arrival of a dog,komst van een hond
599,boar,Boar,Zwijn
600,birdWithABeardedWomanSHead,bird with a bearded woman’s head,vogel met een bebaard vrouwenhoofd
601,birdWithADogSHead,bird with a dog’s head,vogel met een hondenkop
602,birdWithAWomanSHead,bird with a woman’s head,vogel met een vrouwenhoofd
603,birdWithAWomanSHeadAndAFlute,bird with a woman’s head and a flute,vogel met een vrouwenhoofd en een fluit
604,bishamon,Bishamon,Bishamon
605,blackAngel,black angel,zwarte engel
606,blackBean,black bean,zwarte Boon
607,blackBear,black bear,zwarte beer
608,blackBeardedKingCarryingOffAMaidInHisChariot,black bearded king carrying off a maid in his chariot,koning met zwarte baard die een meid wegvoert in zijn strijdwagen
609,blackBryony,black bryony,zwarte bryony
610,blackCassockWithSquareHat,black cassock with square hat,zwarte soutane met vierkante hoed
611,blackClothes,black clothes,zwarte kleding
612,blackClouds,black clouds,zwarte wolken
613,blackCow,black cow,zwarte koe
614,blackDogWithWhitePatchesAboveTheEyes,black dog with white patches above the eyes,zwarte hond met witte vlekken boven de ogen
615,blackDress,black dress,zwarte jurk
616,blackFox,black fox,zwarte Vos
617,blackGlobe,black globe,zwarte wereldbol
618,blackHabit,black habit,zwarte gewoonte
619,blackHandOrSpot,black hand or spot,zwarte hand of vlek
620,blackHood,black hood,zwarte kap
621,blackHorseVedic,black horse (Vedic),zwart paard (Vedisch)
622,blackJasper,black jasper,zwarte jaspis
623,blackOrWhiteRooster,black or white rooster,zwarte of witte haan
624,blackPebble,black pebble,zwarte kiezelsteen
625,blackPine,black pine,zwarte den
626,blackScarf,black scarf,zwarte sjaal
627,blacksmith,blacksmith,ijzersmid
628,blacksmithShoeingAHorseHavingFirstRemovedItsLeg,"blacksmith shoeing a horse, having first removed its leg","smid die een paard beslaat, nadat hij eerst zijn been heeft verwijderd"
629,blackSpecks,black specks,zwarte vlekjes
630,blackStairs,black stairs,zwarte trap
631,blackStarOfAfrica,Black Star of Africa,Zwarte ster van Afrika
632,blackStones,black stones,zwarte stenen
633,blackSwine,black swine,zwarte zwijnen
634,blackthorn,blackthorn,sleedoorn
635,cedar,cedar,ceder
636,centaur,centaur,centaur
637,centaur,Centaur,Centaur
638,chalice,chalice,Miskelk
639,chalice,Chalice,Kelk
640,chaliceOfAnAlcoholicDrinkHandedToAKingElectByAMaiden,chalice of an alcoholic drink handed to a king elect by a maiden,kelk van een alcoholische drank overhandigd aan een uitverkoren koning door een maagd
641,chaliceOnAClosedBookWithAStole,chalice on a closed book with a stole,kelk op een gesloten boek met een stola
642,chaliceWithRaysOfLight,chalice with rays of light,kelk met lichtstralen
643,chaliceWithSerpent,chalice with serpent,kelk met slang
644,chaliceWithSpider,chalice with spider,kelk met spin
645,chaliceWithStaff,chalice with staff,kelk met staf
646,chaliceWithWafer,chalice with wafer,kelk met wafel
647,chami,Chami,Chami
648,chamian,Chamian,Chamian
649,changingClothes,changing clothes,omkleden
650,changingHats,changing hats,veranderende hoeden
651,changingMoon,changing moon,veranderende maan
652,changingToGold,changing to gold,veranderen in goud
653,chaplet,chaplet,rozenkrans
654,chariot,chariot,strijdwagen
655,chariot,Chariot,Wagen
656,coatOfArmsOfGuernsey,Coat of arms of Guernsey,Wapen van Guernsey
657,coatOfArmsOfGuinea,Coat of arms of Guinea,Wapen van Guinee
658,coatOfArmsOfGuyana,Coat of arms of Guyana,Wapen van Guyana
659,coatOfArmsOfHaiti,Coat of arms of Haiti,Wapen van Haïti
660,coatOfArmsOfHonduras,Coat of arms of Honduras,Wapen van Honduras
661,coatOfArmsOfHungary,Coat of arms of Hungary,Wapen van Hongarije
662,coatOfArmsOfIceland,Coat of arms of Iceland,Wapen van IJsland
663,coatOfArmsOfIraq,Coat of arms of Iraq,Wapen van Irak
664,coatOfArmsOfIvoryCoast,Coat of arms of Ivory Coast,Wapen van Ivoorkust
665,coatOfArmsOfJamaica,Coat of arms of Jamaica,Wapen van Jamaica
666,coatOfArmsOfJordan,Coat of arms of Jordan,Wapen van Jordanië
667,coatOfArmsOfKenya,Coat of arms of Kenya,Wapen van Kenia
668,coatOfArmsOfKiribati,Coat of arms of Kiribati,Wapen van Kiribati
669,coatOfArmsOfLabrador,Coat of arms of Labrador,Wapen van Labrador
670,coatOfArmsOfLaGuajiraDepartment,Coat of arms of La Guajira Department,Wapen van het departement La Guajira
671,coatOfArmsOfLatvia,Coat of arms of Latvia,Wapen van Letland
672,coatOfArmsOfLebanon,Coat of arms of Lebanon,Wapen van Libanon
673,coatOfArmsOfLesotho,Coat of arms of Lesotho,Wapen van Lesotho
674,asiaticRanunculus,Asiatic ranunculus,Aziatische ranonkel
675,aSilverKeyAndAGoldKey,a silver key and a gold key,een zilveren sleutel en een gouden sleutel
676,asmodeus,Asmodeus,Asmodeus
677,asparagus,asparagus,asperge
678,aspen,aspen,esp
679,aspenLeaves,aspen leaves,espenbladeren
680,asperges,asperges,asperges
681,aspergesWithWaterPot,asperges with water pot,asperges met waterkan
682,assAndMillstone,ass and millstone,ezel en molensteen
683,assaultingACastle,assaulting a castle,een kasteel aanvallen
684,assDonkey,ass (donkey),ezel (ezel)
685,assEaredMan,ass-eared man,man met ezelsoren
686,branchAndLeaves,branch and leaves,tak en bladeren
687,branchesOfFloweringBroom,branches of flowering broom,takken van bloeiende bezem
688,branchWithThorns,branch with thorns,tak met doornen
689,brandedHand,branded hand,gebrandmerkte hand
690,brass,brass,messing
691,brassBackedBird,brass-backed bird,vogel met messing rug
692,brassBull,brass bull,koperen stier
693,brassFeet,brass feet,koperen voeten
694,brassGate,brass gate,koperen poort
695,brassOx,brass ox,koperen os
696,brassSerpent,brass serpent,koperen slang
697,brazenLadder,brazen ladder,koperen ladder
698,brazier,brazier,koperslager
699,brazierWithWoodAndKnife,brazier with wood and knife,vuurpot met hout en mes
700,brazilian,Brazilian,Braziliaans
701,bread,bread,brood
702,bread,Bread,Brood
703,assSkinCoatOrCloak,ass skin coat or cloak,ezel huid jas of mantel
704,asSupporters,as supporters,als supporters
705,assWithAMillstone,ass with a millstone,kont met een molensteen
706,assWithTwoBurdens,ass with two burdens,kont met twee lasten
707,assyria,Assyria,Assyrië
708,assyrianBabylonian,"Assyrian, Babylonian","Assyrisch, Babylonisch"
709,astaroth,Astaroth,Astaroth
710,at60Degrees,at 60 degrees,op 60 graden
711,at90Degrees,at 90 degrees,op 90 graden
712,atlantis,Atlantis,Atlantis
713,atTheBaseOfAChorten,at the base of a chorten,aan de voet van een chorten
714,audumla,Audumla,Audumla
715,aureole,aureole,aureool
716,auricula,auricula,oorschelp
717,australianRose,Australian rose,Australische roos
718,austrianCrownJewels,Austrian Crown Jewels,Oostenrijkse kroonjuwelen
719,autumnFan,Autumn fan,Herfst fan
720,avalanche,avalanche,sneeuwlawine
721,axeAndTrident,axe and trident,bijl en drietand
722,axeEmbeddedInACube,axe embedded in a cube,bijl ingebed in een kubus
723,axeEmbeddedInAPyramid,axe embedded in a pyramid,bijl ingebed in een piramide
724,axeEmbeddedInAStone,axe embedded in a stone,bijl ingebed in een steen
725,axeEmbeddedInMonkSHead,axe embedded in monk’s head,bijl ingebed in monnikshoofd
726,axeHead,axe-head,bijlkop
727,axeWithOneOrTwoOars,axe with one or two oars,bijl met een of twee roeispanen
728,axeWithWoodAndBellows,axe with wood and bellows,bijl met hout en balg
729,azadirachtaIndica,Azadirachta indica,Azadirachta indica
730,azande,Azande,Azandé
731,aziDahak,Azi-dahak,Azi-dahak
732,azureBlue,azure blue,azuur blauw
733,b,B,B
734,babyTeeth,baby teeth,melktanden
735,badger,badger,das
736,badgerTracks,badger tracks,dassensporen
737,bagpipe,bagpipe,doedelzak
738,baking,baking,bakken
739,balances,balances,saldi
740,breadAndWater,bread and water,brood en water
741,breadWithChalice,bread with chalice,brood met kelk
742,breaking,breaking,breken
743,breakingAFuneralObject,breaking a funeral object,een begrafenisvoorwerp breken
744,breakingAHorn,breaking a horn,een hoorn breken
745,breakingOneSScepter,breaking one’s scepter,de scepter breken
746,breakingTheHost,breaking the Host,de gastheer breken
747,breakingTheHostInTheMass,breaking the Host in the mass,het breken van de Hostie in de massa
748,breastMilkFromAMuseFallingOnABookOrMusicalInstrument,breast milk from a Muse falling on a book or musical instrument,moedermelk van een muze die op een boek of muziekinstrument valt
749,breastplate,breastplate,borstplaat
750,breasts,breasts,borsten
751,breastsInAPlate,breasts in a plate,borsten in een bord
752,breath,breath,adem
753,bricks,bricks,bakstenen
754,bricksAndWhip,bricks and whip,bakstenen en zweep
755,bridalRose,bridal rose,bruidsroos
756,brideAndGroomTogether,bride and groom together,bruid en bruidegom samen
757,bridge,bridge,brug
758,bridgeOfSevenArches,bridge of seven arches,brug van zeven bogen
759,bridle,bridle,Halster
760,BrittanySkeletonWithRevolvingHead,(Brittany) skeleton with revolving head,(Bretagne) skelet met draaiend hoofd
761,brokenArch,broken arch,gebroken boog
762,brokenArrow,broken arrow,gebroken pijl
763,brokenBough,broken bough,gebroken tak
764,brokenChalice,broken chalice,gebroken kelk
765,blackthornPyre,blackthorn pyre,sleedoorn brandstapel
766,blackWithDarkRed,black with dark red,zwart met donkerrood
767,bladder,bladder,blaas
768,blankOrYellowShield,blank or yellow shield,leeg of geel schild
769,blazingHearth,blazing hearth,brandende haard
770,blindAndBeggingSoldier,blind and begging soldier,blinde en bedelende soldaat
771,blindfold,blindfold,Blinddoek
772,blindfoldedHarpy,blindfolded harpy,geblinddoekte harpij
773,blindfoldOfErosCupid,blindfold of Eros/Cupid,blinddoek van Eros/Cupido
774,blindfoldOfFortunePersonified,blindfold of Fortune personified,blinddoek van Fortune gepersonifieerd
775,blindfoldOfJusticePersonified,blindfold of Justice personified,blinddoek van Justitie gepersonifieerd
776,blindfoldOfNemesisInvidia,blindfold of Nemesis/Invidia,blinddoek van Nemesis/Invidia
777,blindManWithBayLaurelWreathAndOrTwoTabletsAndOrStringedInstrument,blind man with bay laurel wreath and/or two tablets and/or stringed instrument,blinde man met laurierkrans en/of twee tabletten en/of snaarinstrument
778,blindness,blindness,blindheid
779,blisterOnTheTongue,blister on the tongue,blaar op de tong
780,bloatedCorpse,bloated corpse,opgeblazen lijk
781,bloatedToad,bloated toad,opgeblazen pad
782,blood,blood,bloed
783,bloodFlowingFromAShroudPiercedByAKnife,blood flowing from a shroud pierced by a knife,bloed stroomt uit een lijkwade doorboord door een mes
784,bloodOnDoorpost,blood on doorpost,bloed aan de deurpost
785,bloodOnDoorposts,blood on doorposts,bloed aan deurposten
786,bloodstainedTunicGivenToHeraclesHerculesByDeianira,bloodstained tunic given to Heracles/Hercules by Deianira,bebloede tuniek gegeven aan Heracles/Hercules door Deianira
787,bloodstainedTunicGivenToHimByDeianira,bloodstained tunic given to him by Deianira,bebloede tuniek aan hem gegeven door Deianira
788,bloodstainedTunicPresentedToAnOldMan,bloodstained tunic presented to an old man,bebloede tuniek gepresenteerd aan een oude man
789,bloodstainedWatchdog,bloodstained watchdog,met bloed bevlekte waakhond
790,coatOfArmsOfUkraine,Coat of arms of Ukraine,Wapen van Oekraïne
791,coatOfArmsOfUruguay,Coat of arms of Uruguay,Wapen van Uruguay
792,balancesOnARazorSEdge,balances on a razor’s edge,balanceert op het scherp van de snede
793,baldachin,baldachin,baldakijn
794,ball,ball,bal
795,balm,balm,balsem
796,balmTea,balm tea,balsem thee
797,balsam,balsam,balsem
798,balsamWithOlive,balsam with olive,balsem met olijf
799,baltimoreOriole,Baltimore oriole,Baltimore wielewaal
800,bamboo,bamboo,bamboehout
802,bamboo,Bamboo,Bamboo
803,ghost,ghost,spook
804,uranusCaelus,Uranus/Caelus,Uranus/Caelus
805,vehicle,vehicle,voertuig
806,wand,wand,toverstok
807,washing,washing,wassen
808,waterBouget,water bouget,water bouget
809,web,web,web
810,woundwort,woundwort,wondkruid
811,,118,118
812,,ΔΔΔ,
813,100,100,100
814,1000,"1,000",1.000
815,1000Days,"1,000 days",1000 dagen
816,1008,"1,008","1,008"
817,105,105,105
818,1100,"1,100",1.100
819,144,144,144
820,15Or21Gates,15 or 21 gates,15 of 21 poorten
821,17thCentury,17th century,17e eeuw
822,18000,"18,000",18.000
823,19thCenturySailorSTattoo,19th Century sailor’s tattoo,19e-eeuwse zeemanstattoo
824,222,222,222
825,25920,"25,920",25.920
826,28,28,28
827,444,444,444
828,53,53,53
829,book,book,boek
830,book,Book,Boek
831,boTree,bo tree,bo boom
832,bough,bough,tak
833,boughsOfFloweringBroom,boughs of flowering broom,takken van bloeiende bezem
834,boundlessLight,boundless light,grenzeloos licht
835,bouquet,bouquet,boeket
836,boutelouaGracilis,Bouteloua gracilis,Bouteloua gracilis
837,bowAndArrows,bow and arrows,pijl en boog
838,bowAndQuiver,bow and quiver,boog en pijlkoker
839,bowingTheHead,bowing the head,het hoofd buigen
840,bowOfMulberryWood,bow of mulberry wood,boog van moerbeihout
841,bowShootingArrowUpward,bow shooting arrow upward,boog schieten pijl omhoog
842,bowstringMadeOfBees,bowstring made of bees,boogpees gemaakt van bijen
843,cloudedLeopard,Clouded leopard,Gevlekt luipaard
844,clove,clove,kruidnagel
845,clubWeapon,Club (weapon),Club (wapen)
846,cNticoDaLiberdade,Cântico da Liberdade,Cantico da Liberdade
847,coal,Coal,Steenkool
848,coatOfArmsAndFlagOfNewJersey,Coat of arms and flag of New Jersey,Wapen en vlag van New Jersey
849,coatOfArmsOfAlabama,Coat of arms of Alabama,Wapen van Alabama
850,coatOfArmsOfAlberta,Coat of arms of Alberta,Wapen van Alberta
851,coatOfArmsOfAndorra,Coat of arms of Andorra,Wapen van Andorra
852,coatOfArmsOfAnguilla,Coat of arms of Anguilla,Wapen van Anguilla
853,coatOfArmsOfAntiguaAndBarbuda,Coat of arms of Antigua and Barbuda,Wapen van Antigua en Barbuda
854,coatOfArmsOfArgentina,Coat of arms of Argentina,Wapen van Argentinië
